Name,Description,styleUrl,NameEN,Power,ChargeCoreDescription,Hours,Dealership,Address,Latitude,Longitude,Provider,Coordinates
บริษัท พรีไซซ ซิสเท็ม,Power: 40 kW<br>Description: เลขที่ 1/333 หมู่ที่ 9 ตำบลบางพูด  อำเภอปากเกร็ด  จังหวัดนนทบุรี บริษัท พรีไซซ ซิสเท็ม (ร่วมเครือข่าย PEA VOLTA)<br>Latitude: 13.91230679<br>Longitude: 100.52040100<br>Provider: PEA,#icon-1899-DB4436-labelson,,40 kW,เลขที่ 1/333 หมู่ที่ 9 ตำบลบางพูด  อำเภอปากเกร็ด  จังหวัดนนทบุรี บริษัท พรีไซซ ซิสเท็ม (ร่วมเครือข่าย PEA VOLTA),,,เลขที่ 1/333 หมู่ที่ 9 ตำบลบางพูด  อำเภอปากเกร็ด  จังหวัดนนทบุรี บริษัท พรีไซซ ซิสเท็ม (ร่วมเครือข่าย PEA VOLTA),13.91230679,100.52040100,PEA,"
            100.520401,13.91230679,0
          "
เขตชลบุรี,Power: 120 kW<br>Description: 47/1 หมู่ 3 ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20000 Tel: 038 455 086 Fax: -  เปิดให้บริการ PEA VOLTA เขตชลบุรี #2<br>Latitude: 13.32851124<br>Longitude: 100.95263672<br>Provider: PEA,#icon-1899-DB4436-labelson,,120 kW,47/1 หมู่ 3 ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20000 Tel: 038 455 086 Fax: -  เปิดให้บริการ PEA VOLTA เขตชลบุรี #2,,,47/1 หมู่ 3 ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20000 Tel: 038 455 086 Fax: -  เปิดให้บริการ PEA VOLTA เขตชลบุรี #2,13.32851124,100.95263672,PEA,"
            100.95263672,13.32851124,0
          "
บางจาก เมืองปทุมธานี,Power: 50 kW<br>Description: 10 ตำบล บางกะดี อำเภอเมืองปทุมธานี ปทุมธานี 12000 PEA VOLTA บางจาก เมืองปทุมธานี #1<br>Latitude: 13.99169827<br>Longitude: 100.55096436<br>Provider: PEA,#icon-1899-DB4436-labelson,,50 kW,10 ตำบล บางกะดี อำเภอเมืองปทุมธานี ปทุมธานี 12000 PEA VOLTA บางจาก เมืองปทุมธานี #1,,,10 ตำบล บางกะดี อำเภอเมืองปทุมธานี ปทุมธานี 12000 PEA VOLTA บางจาก เมืองปทุมธานี #1,13.99169827,100.55096436,PEA,"
            100.55096436,13.99169827,0
          "
บางจาก เฉลิมพระเกียรติ,Power: 50 kW<br>Description: 101 หมู่ 8 ถนนพหลโยธิน ตำบลหน้าพระลาน อำเภอเฉลิมพระเกียรติ สระบุรี 18000 PEA VOLTA บางจาก เฉลิมพระเกียรติ #2<br>Latitude: 14.69464016<br>Longitude: 100.86740112<br>Provider: PEA,#icon-1899-DB4436-labelson,,50 kW,101 หมู่ 8 ถนนพหลโยธิน ตำบลหน้าพระลาน อำเภอเฉลิมพระเกียรติ สระบุรี 18000 PEA VOLTA บางจาก เฉลิมพระเกียรติ #2,,,101 หมู่ 8 ถนนพหลโยธิน ตำบลหน้าพระลาน อำเภอเฉลิมพระเกียรติ สระบุรี 18000 PEA VOLTA บางจาก เฉลิมพระเกียรติ #2,14.69464016,100.86740112,PEA,"
            100.86740112,14.69464016,0
          "
บางจาก เมืองสระบุรี,Power: 50 kW<br>Description: 64 ตำบล หนองปลาไหล อำเภอเมืองสระบุรี สระบุรี 18000 PEA VOLTA บางจาก เมืองสระบุรี #1<br>Latitude: 14.46105862<br>Longitude: 100.92274475<br>Provider: PEA,#icon-1899-DB4436-labelson,,50 kW,64 ตำบล หนองปลาไหล อำเภอเมืองสระบุรี สระบุรี 18000 PEA VOLTA บางจาก เมืองสระบุรี #1,,,64 ตำบล หนองปลาไหล อำเภอเมืองสระบุรี สระบุรี 18000 PEA VOLTA บางจาก เมืองสระบุรี #1,14.46105862,100.92274475,PEA,"
            100.92274475,14.46105862,0
          "
บางจาก องครักษ์,Power: 50 kW<br>Description: ตำบล บางปลากด อำเภอองครักษ์ นครนายก 26120 PEA VOLTA บางจาก องครักษ์ #1<br>Latitude: 14.16397858<br>Longitude: 101.01033783<br>Provider: PEA,#icon-1899-DB4436-labelson,,50 kW,ตำบล บางปลากด อำเภอองครักษ์ นครนายก 26120 PEA VOLTA บางจาก องครักษ์ #1,,,ตำบล บางปลากด อำเภอองครักษ์ นครนายก 26120 PEA VOLTA บางจาก องครักษ์ #1,14.16397858,101.01033783,PEA,"
            101.01033783,14.16397858,0
          "
บางจาก กบินทร์บุรี (ลาดตะเคียน),Power: 50 kW<br>Description: 99 ตำบลลาดตะเคียน อำเภอกบินทร์บุรี ปราจีนบุรี 25110 PEA VOLTA บางจาก กบินทร์บุรี (ลาดตะเคียน) #1<br>Latitude: 13.90484810<br>Longitude: 101.65842438<br>Provider: PEA,#icon-1899-DB4436-labelson,,50 kW,99 ตำบลลาดตะเคียน อำเภอกบินทร์บุรี ปราจีนบุรี 25110 PEA VOLTA บางจาก กบินทร์บุรี (ลาดตะเคียน) #1,,,99 ตำบลลาดตะเคียน อำเภอกบินทร์บุรี ปราจีนบุรี 25110 PEA VOLTA บางจาก กบินทร์บุรี (ลาดตะเคียน) #1,13.90484810,101.65842438,PEA,"
            101.65842438,13.9048481,0
          "
บางจาก แปลงยาว,Power: 50 kW<br>Description: ตำบล วังเย็น อำเภอแปลงยาว ฉะเชิงเทรา 24190 PEA VOLTA บางจาก แปลงยาว #1<br>Latitude: 13.57745838<br>Longitude: 101.27690125<br>Provider: PEA,#icon-1899-DB4436-labelson,,50 kW,ตำบล วังเย็น อำเภอแปลงยาว ฉะเชิงเทรา 24190 PEA VOLTA บางจาก แปลงยาว #1,,,ตำบล วังเย็น อำเภอแปลงยาว ฉะเชิงเทรา 24190 PEA VOLTA บางจาก แปลงยาว #1,13.57745838,101.27690125,PEA,"
            101.27690125,13.57745838,0
          "
บางจาก กบินทร์บุรี (นนทรี),Power: 50 kW<br>Description: ตำบล นนทรี อำเภอกบินทร์บุรี ปราจีนบุรี 25110 PEA VOLTA บางจาก กบินทร์บุรี (นนทรี) #1<br>Latitude: 14.04671955<br>Longitude: 101.62847137<br>Provider: PEA,#icon-1899-DB4436-labelson,,50 kW,ตำบล นนทรี อำเภอกบินทร์บุรี ปราจีนบุรี 25110 PEA VOLTA บางจาก กบินทร์บุรี (นนทรี) #1,,,ตำบล นนทรี อำเภอกบินทร์บุรี ปราจีนบุรี 25110 PEA VOLTA บางจาก กบินทร์บุรี (นนทรี) #1,14.04671955,101.62847137,PEA,"
            101.62847137,14.04671955,0
          "
เมืองสมุทรสงคราม,Power: 50 kW<br>Description: 27 หมู่1 ตำบล คลองโคน อำเภอเมืองสมุทรสงคราม สมุทรสงคราม 75000 PEA VOLTA เมืองสมุทรสงคราม #1<br>Latitude: 13.36135006<br>Longitude: 99.94651794<br>Provider: PEA,#icon-1899-DB4436-labelson,,50 kW,27 หมู่1 ตำบล คลองโคน อำเภอเมืองสมุทรสงคราม สมุทรสงคราม 75000 PEA VOLTA เมืองสมุทรสงคราม #1,,,27 หมู่1 ตำบล คลองโคน อำเภอเมืองสมุทรสงคราม สมุทรสงคราม 75000 PEA VOLTA เมืองสมุทรสงคราม #1,13.36135006,99.94651794,PEA,"
            99.94651794,13.36135006,0
          "
เมืองราชบุรี,Power: 50 kW<br>Description: 86 หมู่ 8 ถ.เพชรเกษม ตำบล เจดีย์หัก อำเภอเมืองราชบุรี ราชบุรี 70000 PEA VOLTA เมืองราชบุรี #2<br>Latitude: 13.53124428<br>Longitude: 99.79300690<br>Provider: PEA,#icon-1899-DB4436-labelson,,50 kW,86 หมู่ 8 ถ.เพชรเกษม ตำบล เจดีย์หัก อำเภอเมืองราชบุรี ราชบุรี 70000 PEA VOLTA เมืองราชบุรี #2,,,86 หมู่ 8 ถ.เพชรเกษม ตำบล เจดีย์หัก อำเภอเมืองราชบุรี ราชบุรี 70000 PEA VOLTA เมืองราชบุรี #2,13.53124428,99.79300690,PEA,"
            99.7930069,13.53124428,0
          "
บางจาก เมืองชลบุรี (หนองมน),Power: 50 kW<br>Description: 413 ถนนสุขุมวิท ตำบลแสนสุข อำเภอเมืองชลบุรี ชลบุรี 20000 PEA VOLTA บางจาก เมืองชลบุรี (หนองมน) #1<br>Latitude: 13.27200890<br>Longitude: 100.93522644<br>Provider: PEA,#icon-1899-DB4436-labelson,,50 kW,413 ถนนสุขุมวิท ตำบลแสนสุข อำเภอเมืองชลบุรี ชลบุรี 20000 PEA VOLTA บางจาก เมืองชลบุรี (หนองมน) #1,,,413 ถนนสุขุมวิท ตำบลแสนสุข อำเภอเมืองชลบุรี ชลบุรี 20000 PEA VOLTA บางจาก เมืองชลบุรี (หนองมน) #1,13.27200890,100.93522644,PEA,"
            100.93522644,13.2720089,0
          "
บางจาก เมืองฉะเชิงเทรา,Power: 50 kW<br>Description: ตำบล วังตะเคียน อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา 24000 PEA VOLTA บางจาก เมืองฉะเชิงเทรา #1<br>Latitude: 13.70581436<br>Longitude: 101.05323792<br>Provider: PEA,#icon-1899-DB4436-labelson,,50 kW,ตำบล วังตะเคียน อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา 24000 PEA VOLTA บางจาก เมืองฉะเชิงเทรา #1,,,ตำบล วังตะเคียน อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา 24000 PEA VOLTA บางจาก เมืองฉะเชิงเทรา #1,13.70581436,101.05323792,PEA,"
            101.05323792,13.70581436,0
          "
ชลบุรี,Power: 25 kW<br>Description: ตำบล หนองข้างคอก อำเภอเมืองชลบุรี ชลบุรี 20000 PEA VOLTA ชลบุรี 3<br>Latitude: 13.34035683<br>Longitude: 100.99124146<br>Provider: PEA,#icon-1899-DB4436-labelson,,25 kW,ตำบล หนองข้างคอก อำเภอเมืองชลบุรี ชลบุรี 20000 PEA VOLTA ชลบุรี 3,,,ตำบล หนองข้างคอก อำเภอเมืองชลบุรี ชลบุรี 20000 PEA VOLTA ชลบุรี 3,13.34035683,100.99124146,PEA,"
            100.99124146,13.34035683,0
          "
พระนครศรีอยุธยา,Power: 25 kW<br>Description: 60 หมู่ 5 ตำบล ไผ่ลิง อำเภอ พระนครศรีอยุธยา จังหวัด พระนครศรีอยุธยา PEA VOLTA พระนครศรีอยุธยา 2<br>Latitude: 14.35430241<br>Longitude: 100.59719849<br>Provider: PEA,#icon-1899-DB4436-labelson,,25 kW,60 หมู่ 5 ตำบล ไผ่ลิง อำเภอ พระนครศรีอยุธยา จังหวัด พระนครศรีอยุธยา PEA VOLTA พระนครศรีอยุธยา 2,,,60 หมู่ 5 ตำบล ไผ่ลิง อำเภอ พระนครศรีอยุธยา จังหวัด พระนครศรีอยุธยา PEA VOLTA พระนครศรีอยุธยา 2,14.35430241,100.59719849,PEA,"
            100.59719849,14.35430241,0
          "
